숙소번호,업소명,업종명,서비스대상구분,소재지도로명주소,지역코드,객실수,등급
S0258,The Suite House,민박,외국인,서울특별시 송파구 백제고분로41길 8-21  아트하우스 201호(송파동),A01,1,
S0259,Tina`s Homestay,민박,외국인,서울특별시 송파구 삼학사로19길 7  동화빌딩 5층 (삼전동),A01,1,
S0260,TJ House,민박,외국인,서울특별시 서초구 사평대로53길 65-11  4층 (반포동),A01,2,
S0261,TnE house,민박,외국인,서울특별시 마포구 양화진4길 18 (합정동),A01,2,
S0262,Together,민박,외국인,서울특별시 마포구 독막로19길 45-6 (상수동),A01,4,
S0263,TONGIN 155,민박,외국인,서울특별시 종로구 자하문로 31-5  2층 (통인동),A01,3,
S0264,Twin Panda,민박,외국인,서울특별시 마포구 와우산로29라길 22-3  1 2층 (서교동),A01,11,
S0265,Two Two House,민박,외국인,서울특별시 마포구 동교로 242-9  1~2층 (연남동),A01,3,
S0266,Uhbu''''''''s,민박,외국인,서울특별시 동대문구 고산자로33길 19-5 (용두동),A01,3,
S0267,Uncle Bo''s Cozy Hut,민박,외국인,서울특별시 마포구 월드컵북로2길 87  202호 (동교동  토우),A01,1,
S0268,USB하우스,민박,외국인,서울특별시 중구 동호로 290-9 (장충동2가),A01,3,
S0269,Vacation 365 House,민박,외국인,서울특별시 마포구 월드컵북로6길 81-9  202호 (연남동),A01,1,
S0270,VATICA HOTEL(바티카 호텔),관광호텔업,제한없음, 청계천로 341 (창신동),A01,50,
S0271,VERDI GUESTHOUSE,민박,외국인,서울특별시 동대문구 휘경로 61-5 (휘경동),A01,2,
S0272,Via Stay,민박,외국인,서울특별시 마포구 월드컵북로48길 31  202호 (상암동),A01,1,
S0273,Villa de 103,민박,외국인,서울특별시 마포구 와우산로35길 39  103호 (서교동),A01,3,
S0274,WA 55,민박,외국인,서울특별시 종로구 율곡로8길 57-4  3층 (와룡동),A01,1,
S0275,ware house,민박,외국인,서울특별시 중구 퇴계로68길 18  2층 (광희동2가),A01,2,
S0276,We Seoul Ⅱ,민박,외국인,서울특별시 마포구 양화로7길 49  배아띠빌딩 4층 (서교동),A01,2,
S0277,White House,민박,외국인,서울특별시 마포구 와우산로24길 11  201호 (창전동),A01,1,
S0278,Wink&Link House,민박,외국인,서울특별시 마포구 모래내로9길 11  A동 301호 (성산동  유일빌리지2단지),A01,1,
S0279,Yellow moon,민박,외국인,서울특별시 마포구 대흥로 112-4  4 5층 (대흥동),A01,1,
S0280,Yeonnam Parkside House,민박,외국인,서울특별시 마포구 성미산로29길 35-13  2층 (연남동),A01,2,
S0281,YL게스트하우스,민박,외국인,서울특별시 중구 소공로6나길 15 (회현동2가),A01,7,
S0282,Yoon Stay,민박,외국인,서울특별시 동대문구 서울시립대로 122  401호 (전농동),A01,4,
S0283,Youlya''s home,민박,외국인,서울특별시 마포구 와우산로37길 15  1층 (동교동),A01,1,
S0284,Young House,민박,외국인,서울특별시 강동구 올림픽로89길 57  103동 204호 (천호동  강변그대가리버뷰),A01,1,
S0285,Young 하우스,민박,외국인,서울특별시 송파구 올림픽로32길 50-24  501호 (방이동  써미트빌),A01,2,
S0286,Y''s house,민박,외국인,서울특별시 마포구 월드컵북로6길 89-9  2 3층 (연남동),A01,4,
S0287,ZIBRO,민박,외국인,서울특별시 마포구 성미산로32길 20-5  2층 (연남동),A01,3,
S0288,ZZZIP 게스트하우스,민박,외국인,서울특별시 마포구 성지1길 32-16  1층 (합정동),A01,3,
S0289,가든하우스,민박,외국인,서울특별시 마포구 월드컵북로23길 20 (성산동),A01,2,
S0290,가락관광호텔,관광호텔업,제한없음,송파대로28길 5,A01,71,
S0291,가로수길홈스테이,민박,외국인,서울특별시 강남구 봉은사로30길 67  2층 (역삼동),A01,2,
S0292,가로수스테이,민박,외국인,서울특별시 강남구 테헤란로43길 19 (역삼동),A01,4,
S0293,가야관광호텔,관광호텔업,제한없음,한강대로 253 (갈월동),A01,51,
S0294,가치,민박,외국인,서울특별시 종로구 필운대로5다길 17 (누상동),A01,1,
S0295,감자 게스트하우스,민박,외국인,서울특별시 마포구 신촌로2안길 44  2층 (동교동),A01,3,
S0296,강남게스트하우스 마루,민박,외국인,서울특별시 강남구 논현로159길 39  402호 (신사동),A01,4,
S0297,강남교보하우스,민박,외국인,서울특별시 서초구 강남대로79길 52-9  102호 (반포동  산호아파트),A01,7,
S0298,강남비앤비,민박,외국인,서울특별시 강남구 테헤란로22길 63-5  지하1층 102호 (역삼동),A01,1,
S0299,강남스테이,민박,외국인,서울특별시 강남구 강남대로162길 41-22  5층 (신사동  오로라빌),A01,1,
S0300,강남스테이,민박,외국인,서울특별시 강남구 테헤란로43길 19 (역삼동),A01,2,
S0301,강남스테이호텔,관광호텔업,제한없음,강남구 논현로87길 15-4(역삼동),A01,52,
S0302,강남스테이힐,민박,외국인,서울특별시 강남구 압구정로79길 83-1  라동 102호 (청담동  우성빌라),A01,4,
S0303,강남패밀리호텔,가족호텔업,제한없음,강남구 봉은사로 143(논현동),A01,105,
S0304,강남하우스,민박,외국인,서울특별시 강남구 도산대로85길 40  1층2호(청담동),A01,6,
S0305,강서호텔,관광호텔업,제한없음,남부순환로 188(외발산동),A01,50,
S0306,객,민박,외국인,서울특별시 송파구 올림픽로12길 28 (잠실동),A01,3,
S0307,갤럭시 관광호텔,관광호텔업,제한없음,버드나루로 90(당산동) ,A01,215,
S0308,게더링 앳 홍대1,민박,외국인,서울특별시 마포구 동교로47길 3  201호 (연남동),A01,2,
S0309,게더링 앳 홍대2,민박,외국인,서울특별시 마포구 동교로47길 3  301호 (연남동),A01,2,
S0310,게스트하우스 G601,민박,외국인,서울특별시 강남구 양재대로53길 11 (일원동),A01,2,
S0311,게스트하우스 K(동교동지점),민박,외국인,서울특별시 마포구 연희로1길 40-3 (동교동),A01,9,
S0312,게스트하우스 ONL,민박,외국인,서울특별시 강남구 언주로135길 32-3 (논현동),A01,3,
S0313,게스트하우스 ONL(오늘),민박,외국인,서울특별시 서초구 바우뫼로11안길 38-6 (우면동),A01,3,
S0314,게스트하우스 더 김스(Guesthouse The Kims),민박,외국인,서울특별시 종로구 백석동1길 13 (부암동),A01,4,
S0315,게스트하우스 더힐2,민박,외국인,서울특별시 중구 퇴계로20나길 27 (예장동),A01,5,
S0316,게스트하우스 류가,민박,외국인,서울특별시 마포구 독막로7길 19 (서교동),A01,9,
S0317,게스트하우스 미야,민박,외국인,서울특별시 마포구 동교로38길 42  3 4층 (연남동),A01,3,
S0318,게스트하우스 이화 휴,민박,외국인,서울특별시 종로구 이화장1나길 13  1 2층 (이화동),A01,7,
S0319,게스트하우스 파라솔,민박,외국인,서울특별시 마포구 양화진4길 4-4  1층 (합정동),A01,2,
S0320,게스트하우스 필운,민박,외국인,서울특별시 종로구 사직로9가길 5-13 (필운동),A01,5,
S0321,게스트하우스강남,민박,외국인,서울특별시 강남구 강남대로162길 41-22  5층 (신사동  오로라빌),A01,4,
S0322,게스트하우스명동2,민박,외국인,서울특별시 중구 퇴계로26길 7-8  1층 (남학동),A01,10,
S0323,경복궁 게스트하우스 (KYUNG BOK GUNG Guesthouse),민박,외국인,서울특별시 종로구 자하문로19길 23  2층 (옥인동  케이엠빌),A01,3,
S0324,경희궁뒷집,민박,외국인,서울특별시 종로구 필운대로1길 43-3  101호 (필운동  경희궁빌라),A01,2,
S0325,고궁호텔,관광호텔업,제한없음, 율곡로 164 (원남동),A01,58,
S0326,골드 힐 게스트하우스,민박,외국인,서울특별시 강남구 봉은사로82길 24  301호 (삼성동  아셈아파트),A01,6,
S0327,골든서울호텔 관광호텔,관광호텔업,제한없음,공항대로 663(염창동),A01,260,
S0328,골든씨티호텔,관광호텔업,제한없음,천호대로 377 (장안동),A01,116,
S0329,골든튤립엠서울호텔,관광호텔업,제한없음,남대문로5길 15,A01,430,
S0330,골든폰드 게스트하우스(GoldenPond GuestHouse),민박,외국인,서울특별시 종로구 창경궁로 240-15 (명륜4가),A01,5,
S0331,곰 게스트하우스,민박,외국인,서울특별시 중구 필동로 24-7  2층 (필동2가),A01,3,
S0332,공간 이사각,민박,외국인,서울특별시 강서구 방화동로12길 24  402호 (방화동  명문명가),A01,1,
S0333,공덕정,민박,외국인,서울특별시 마포구 새창로 28  3층 (도화동),A01,3,
S0334,공원 관광호텔,관광호텔업,제한없음,가로공원로 200(화곡동),A01,39,
S0335,관광호텔바빌론,관광호텔업,제한없음, 나루터로64(잠원동),A01,81,
S0336,관악산팬트하우스,민박,외국인,서울특별시 관악구 승방길 73 (남현동),A01,1,
S0337,광택하우스,민박,외국인,서울특별시 강남구 봉은사로63길 29  402호 (삼성동),A01,1,
S0338,교대 게스트하우스,민박,외국인,서울특별시 서초구 사임당로17길 116 (서초동  서초삼성래미안아파트),A01,2,
S0339,국제게스트하우스,민박,외국인,서울특별시 중구 퇴계로4길 52-20 (회현동1가),A01,7,
S0340,궁 게스트하우스,민박,외국인,서울특별시 종로구 경희궁1길 27  3 4층 (신문로2가),A01,5,
S0341,그랜드앰배서더서울,관광호텔업,제한없음,  동호로 287 ,A01,413,
S0342,그랜드인터컨티넨탈서울파르나스,관광호텔업,제한없음,강남구 테헤란로 521(삼성동),A01,519,
S0343,그랜드필드게스트하우스,민박,외국인,서울특별시 중구 퇴계로14길 29  5층 602호 (남산동1가),A01,3,
S0344,그레이카우치,민박,외국인,서울특별시 마포구 월드컵북로9길 41 (성산동),A01,2,
S0345,그레이프가든 하우스,민박,외국인,서울특별시 마포구 와우산로29가길 54-11  2 3층 (서교동),A01,15,
S0346,그루잠 게스트하우스,민박,외국인,서울특별시 종로구 낙산성곽동길 10 (창신동),A01,2,
S0347,그린빌라트,민박,외국인,서울특별시 강남구 논현로159길 22-2  101호 (신사동  오닉스 빌라),A01,2,
S0348,그린홈스테이,펜션,외국인,서울특별시 도봉구 노해로63다길 34  101-1309 (창동  동아그린아파트),A01,1,
S0349,글그림하우스,민박,외국인,서울특별시 동대문구 약령시로 154  1동 701호 (청량리동  미주아파트),A01,2,
S0350,글래드 라이브,관광호텔업,제한없음,강남구 봉은사로 223(논현동),A01,210,
S0351,글래드호텔 여의도,관광호텔업,제한없음,의사당대로 16(여의도동) ,A01,319,
S0352,글로리 하우스,민박,외국인,서울특별시 마포구 성미산로 190-25  201호 (연남동),A01,1,
S0353,글로벌 스테이,민박,외국인,서울특별시 은평구 진관2로 57-37  239동 301호 (진관동  은평뉴타운우물골),A01,2,
S0354,길스테이,민박,외국인,서울특별시 송파구 백제고분로43길 3  501호 (송파동  일송빌라),A01,1,
S0355,김원 하우스Ⅰ,민박,외국인,서울특별시 마포구 연남로3길 8  102호 (연남동),A01,1,
S0356,김원 하우스Ⅱ,민박,외국인,서울특별시 마포구 연남로3길 8  101호 (연남동),A01,1,
S0357,김치 홍대 게스트하우스,민박,외국인,서울특별시 마포구 연남로1길 67-6 (연남동),A01,8,
S0358,까사데아람,민박,외국인,서울특별시 종로구 경희궁2길 5-3  104호 (내수동  경희궁빌),A01,2,
S0359,까사빌 신촌 서울,가족호텔업,제한없음, 서강로 137 (노고산동),A01,183,
S0360,나나랜드(NaNa Land),민박,외국인,서울특별시 광진구 아차산로28길 20-4  301호 (자양동),A01,2,
S0361,나누 게스트하우스 핑크,민박,외국인,서울특별시 마포구 양화로23길 4-7  101호 (동교동),A01,2,
S0362,나누게스트하우스 블랙,민박,외국인,서울특별시 마포구 와우산로33길 8 (서교동),A01,5,
S0363,나누게스트하우스 케이팝,민박,외국인,서울특별시 마포구 동교로 148-6  1 2층 (서교동),A01,6,
S0364,나루게스트하우스,민박,외국인,서울특별시 마포구 양화로12길 8-12 (서교동),A01,5,
S0365,나루홈스테이,민박,외국인,서울특별시 송파구 올림픽로 435  205동 2102호 (신천동  파크리오),A01,2,
S0366,나무,민박,외국인,서울특별시 마포구 연남로5길 24  101호 (연남동  한일하이츠빌라),A01,3,
S0367,나무하우스,민박,외국인,서울특별시 마포구 동교로38길 12  2층 (연남동),A01,2,
S0368,나비호스텔,호스텔업,제한없음,양화로 177-1,A01,27,
S0369,나이스타임 관광호텔,관광호텔업,제한없음,신림로64길 28 (신림동),A01,60,
S0370,나인트리호텔명동,관광호텔업,제한없음,  명동10길 51 ,A01,144,
S0371,낙산발코니,민박,외국인,서울특별시 종로구 창신12길 14  2 3층 (창신동),A01,7,
S0372,낙원(PARADISE) 게스트하우스,민박,외국인,서울특별시 중구 장충단로8길 45-4  1~2층 (장충동1가  (201호 제외)),A01,10,
S0373,남대문게스트하우스,민박,외국인,서울특별시 중구 퇴계로4길 49 (회현동1가),A01,3,
S0374,남산 까미노,민박,외국인,서울특별시 중구 동호로25가길 7  401호 (장충동2가  요셉빌라),A01,5,
S0375,남산 마이,민박,외국인,서울특별시 중구 퇴계로18길 79-4  1층 (남산동2가),A01,6,
S0376,남산 아트몬 스테이,민박,외국인,서울특별시 중구 퇴계로20나길 42  201호 (남산동2가),A01,3,
S0377,남산 포레스트,민박,외국인,서울특별시 중구 퇴계로14길 29  503호 (남산동1가),A01,6,
S0378,남산루프트,민박,외국인,서울특별시 중구 소공로3길 34  3층 (회현동1가  건영공사),A01,1,
S0379,남산시티호텔,관광호텔업,제한없음,퇴계로6길 3-6,A01,60,
S0380,낭만적인 강남,민박,외국인,서울특별시 강남구 학동로20길 63-3  301호 (논현동),A01,10,
S0381,네모의 집,민박,외국인,서울특별시 강남구 강남대로118길 60  401호 (논현동),A01,2,
S0382,네이버후드게스트하우스,민박,외국인,서울특별시 종로구 성균관로6길 16-1 (명륜2가),A01,2,
S0383,네이처 게스트하우스,민박,외국인,서울특별시 마포구 월드컵로8길 46-3  2층 301호 (서교동),A01,3,
S0384,네이처 하우스,민박,외국인,서울특별시 송파구 동남로9길 49  401호 (가락동  네이처하우스),A01,1,
S0385,노바루스관광호텔,관광호텔업,제한없음, 선유로 88-6(양평동1가) ,A01,32,
S0386,노보텔앰배서더강남,관광호텔업,제한없음,강남구 봉은사로 130(역삼동),A01,332,
S0387,노블관광호텔,관광호텔업,제한없음, 율곡로6길 13-3 (운니동),A01,34,
S0388,노블레스관광호텔,관광호텔업,제한없음,노해로77길 22(상계동),A01,84,
S0389,노서프라이즈,민박,외국인,서울특별시 마포구 월드컵북로4길 71  202호 (동교동),A01,1,
S0390,녹색광선,민박,외국인,서울특별시 마포구 와우산로30길 60  1 2층 (창전동),A01,2,
S0391,녹스부띠끄 관광호텔,관광호텔업,제한없음,강남구 테헤란로37길 13-13(역삼동),A01,41,
S0392,누에 게스트하우스,민박,외국인,서울특별시 마포구 동교로38길 27  2층 (연남동),A01,4,
S0393,누하 278,민박,외국인,서울특별시 종로구 필운대로3길 13-2 (누하동),A01,3,
S0394,누하70하우스(NUHA70),민박,외국인,서울특별시 종로구 필운대로5나길 20 (누하동),A01,2,
S0395,뉴국제호텔,관광호텔업,제한없음,세종대로22길 12 ,A01,142,
S0396,뉴서울호텔,관광호텔업,제한없음,  세종대로22길 16 ,A01,186,
S0397,뉴오리엔탈관광호텔,관광호텔업,제한없음,퇴계로14길 1,A01,65,
